"dim_zip","CBSA","CBSA.Title","dim_rent_acs","dim_avg_nightly_revenue_private","nights_to_pay_off_month_of_rent_private"
"00601","10260","Adjuntas, PR",367,NA,NA
"00602","10380","Aguadilla-Isabela, PR",411,NA,NA
"00603","10380","Aguadilla-Isabela, PR",369,NA,NA
"00606","41900","San Germán, PR",326,NA,NA
"00610","10380","Aguadilla-Isabela, PR",419,NA,NA
"00612","41980","San Juan-Carolina-Caguas, PR",411,NA,NA
"00616","41980","San Juan-Carolina-Caguas, PR",454,NA,NA
"00617","41980","San Juan-Carolina-Caguas, PR",446,NA,NA
"00622","41900","San Germán, PR",564,NA,NA
"00623","41900","San Germán, PR",397,NA,NA
"00624","38660","Ponce, PR",385,NA,NA
"00627","41980","San Juan-Carolina-Caguas, PR",433,NA,NA
"00631","10260","Adjuntas, PR",289,NA,NA
"00631","10380","Aguadilla-Isabela, PR",289,NA,NA
"00637","41900","San Germán, PR",414,NA,NA
"00638","41980","San Juan-Carolina-Caguas, PR",356,NA,NA
"00641","10260","Adjuntas, PR",400,NA,NA
"00646","41980","San Juan-Carolina-Caguas, PR",666,NA,NA
"00647","41900","San Germán, PR",494,NA,NA
"00650","41980","San Juan-Carolina-Caguas, PR",430,NA,NA
"00652","41980","San Juan-Carolina-Caguas, PR",398,NA,NA
"00659","41980","San Juan-Carolina-Caguas, PR",432,NA,NA
"00660","32420","Mayagüez, PR",454,NA,NA
"00662","10380","Aguadilla-Isabela, PR",467,NA,NA
"00664","27580","Jayuya, PR",413,NA,NA
"00667","41900","San Germán, PR",439,NA,NA
"00669","10380","Aguadilla-Isabela, PR",405,NA,NA
"00670","10380","Aguadilla-Isabela, PR",294,NA,NA
"00674","41980","San Juan-Carolina-Caguas, PR",447,NA,NA
"00676","10380","Aguadilla-Isabela, PR",402,NA,NA
"00677","10380","Aguadilla-Isabela, PR",440,NA,NA
"00678","10380","Aguadilla-Isabela, PR",393,NA,NA
"00678","41980","San Juan-Carolina-Caguas, PR",393,NA,NA
"00680","10380","Aguadilla-Isabela, PR",398,NA,NA
"00680","32420","Mayagüez, PR",398,NA,NA
"00680","41900","San Germán, PR",398,NA,NA
"00682","32420","Mayagüez, PR",355,NA,NA
"00683","41900","San Germán, PR",373,NA,NA
"00685","10380","Aguadilla-Isabela, PR",359,NA,NA
"00687","41980","San Juan-Carolina-Caguas, PR",455,NA,NA
"00688","41980","San Juan-Carolina-Caguas, PR",510,NA,NA
"00690","10380","Aguadilla-Isabela, PR",486,NA,NA
"00692","41980","San Juan-Carolina-Caguas, PR",510,NA,NA
"00693","41980","San Juan-Carolina-Caguas, PR",542,NA,NA
"00694","41980","San Juan-Carolina-Caguas, PR",NA,NA,NA
"00703","41980","San Juan-Carolina-Caguas, PR",442,NA,NA
"00704","17620","Coamo, PR",370,NA,NA
"00704","25020","Guayama, PR",370,NA,NA
"00705","17620","Coamo, PR",395,NA,NA
"00705","41980","San Juan-Carolina-Caguas, PR",395,NA,NA
"00707","41980","San Juan-Carolina-Caguas, PR",337,NA,NA
"00714","25020","Guayama, PR",448,NA,NA
"00715","38660","Ponce, PR",308,NA,NA
"00716","38660","Ponce, PR",352,NA,NA
"00717","38660","Ponce, PR",379,NA,NA
"00718","41980","San Juan-Carolina-Caguas, PR",418,NA,NA
"00719","41980","San Juan-Carolina-Caguas, PR",457,NA,NA
"00720","17620","Coamo, PR",348,NA,NA
"00720","41980","San Juan-Carolina-Caguas, PR",348,NA,NA
"00723","25020","Guayama, PR",357,NA,NA
"00725","41980","San Juan-Carolina-Caguas, PR",464,NA,NA
"00727","41980","San Juan-Carolina-Caguas, PR",657,NA,NA
"00728","38660","Ponce, PR",472,NA,NA
"00729","41980","San Juan-Carolina-Caguas, PR",483,NA,NA
"00730","38660","Ponce, PR",420,NA,NA
"00731","10260","Adjuntas, PR",366,NA,NA
"00731","38660","Ponce, PR",366,NA,NA
"00735","41980","San Juan-Carolina-Caguas, PR",478,NA,NA
"00736","41980","San Juan-Carolina-Caguas, PR",458,NA,NA
"00739","41980","San Juan-Carolina-Caguas, PR",499,NA,NA
"00741","41980","San Juan-Carolina-Caguas, PR",597,NA,NA
"00745","41980","San Juan-Carolina-Caguas, PR",531,NA,NA
"00751","17620","Coamo, PR",393,NA,NA
"00754","41980","San Juan-Carolina-Caguas, PR",482,NA,NA
"00757","42180","Santa Isabel, PR",415,NA,NA
"00766","38660","Ponce, PR",296,NA,NA
"00766","41980","San Juan-Carolina-Caguas, PR",296,NA,NA
"00767","41980","San Juan-Carolina-Caguas, PR",410,NA,NA
"00769","17620","Coamo, PR",420,NA,NA
"00771","41980","San Juan-Carolina-Caguas, PR",468,NA,NA
"00772","41980","San Juan-Carolina-Caguas, PR",447,NA,NA
"00777","41980","San Juan-Carolina-Caguas, PR",449,NA,NA
"00778","41980","San Juan-Carolina-Caguas, PR",563,NA,NA
"00780","38660","Ponce, PR",552,NA,NA
"00782","41980","San Juan-Carolina-Caguas, PR",355,NA,NA
"00783","41980","San Juan-Carolina-Caguas, PR",414,NA,NA
"00784","25020","Guayama, PR",438,NA,NA
"00786","41980","San Juan-Carolina-Caguas, PR",NA,NA,NA
"00791","41980","San Juan-Carolina-Caguas, PR",473,NA,NA
"00794","17620","Coamo, PR",385,NA,NA
"00794","41980","San Juan-Carolina-Caguas, PR",385,NA,NA
"00795","38660","Ponce, PR",442,NA,NA
"00901","41980","San Juan-Carolina-Caguas, PR",501,NA,NA
"00906","41980","San Juan-Carolina-Caguas, PR",NA,NA,NA
"00907","41980","San Juan-Carolina-Caguas, PR",732,NA,NA
"00909","41980","San Juan-Carolina-Caguas, PR",462,NA,NA
"00911","41980","San Juan-Carolina-Caguas, PR",601,NA,NA
"00912","41980","San Juan-Carolina-Caguas, PR",581,NA,NA
"00913","41980","San Juan-Carolina-Caguas, PR",145,NA,NA
"00915","41980","San Juan-Carolina-Caguas, PR",392,NA,NA
"00917","41980","San Juan-Carolina-Caguas, PR",459,NA,NA
"00918","41980","San Juan-Carolina-Caguas, PR",297,NA,NA
"00920","41980","San Juan-Carolina-Caguas, PR",663,NA,NA
"00921","41980","San Juan-Carolina-Caguas, PR",547,NA,NA
"00923","41980","San Juan-Carolina-Caguas, PR",436,NA,NA
"00924","41980","San Juan-Carolina-Caguas, PR",395,NA,NA
"00925","41980","San Juan-Carolina-Caguas, PR",460,NA,NA
"00926","41980","San Juan-Carolina-Caguas, PR",664,NA,NA
"00927","41980","San Juan-Carolina-Caguas, PR",540,NA,NA
"00934","41980","San Juan-Carolina-Caguas, PR",965,NA,NA
"00936","41980","San Juan-Carolina-Caguas, PR",NA,NA,NA
"00949","41980","San Juan-Carolina-Caguas, PR",545,NA,NA
"00950","41980","San Juan-Carolina-Caguas, PR",NA,NA,NA
"00951","41980","San Juan-Carolina-Caguas, PR",NA,NA,NA
"00952","41980","San Juan-Carolina-Caguas, PR",525,NA,NA
"00953","41980","San Juan-Carolina-Caguas, PR",575,NA,NA
"00956","41980","San Juan-Carolina-Caguas, PR",590,NA,NA
"00957","41980","San Juan-Carolina-Caguas, PR",532,NA,NA
"00959","41980","San Juan-Carolina-Caguas, PR",529,NA,NA
"00960","41980","San Juan-Carolina-Caguas, PR",NA,NA,NA
"00961","41980","San Juan-Carolina-Caguas, PR",490,NA,NA
"00962","41980","San Juan-Carolina-Caguas, PR",264,NA,NA
"00965","41980","San Juan-Carolina-Caguas, PR",437,NA,NA
"00966","41980","San Juan-Carolina-Caguas, PR",709,NA,NA
"00968","41980","San Juan-Carolina-Caguas, PR",939,NA,NA
"00969","41980","San Juan-Carolina-Caguas, PR",755,NA,NA
"00971","41980","San Juan-Carolina-Caguas, PR",532,NA,NA
"00976","41980","San Juan-Carolina-Caguas, PR",533,NA,NA
"00979","41980","San Juan-Carolina-Caguas, PR",787,NA,NA
"00982","41980","San Juan-Carolina-Caguas, PR",647,NA,NA
"00983","41980","San Juan-Carolina-Caguas, PR",600,NA,NA
"00985","41980","San Juan-Carolina-Caguas, PR",534,NA,NA
"00987","41980","San Juan-Carolina-Caguas, PR",657,NA,NA
"01001","44140","Springfield, MA",895,30.5,29.344262295082
"01002","44140","Springfield, MA",1117,70,15.9571428571429
"01003","44140","Springfield, MA",NA,NA,NA
"01005","49340","Worcester, MA-CT",906,NA,NA
"01007","44140","Springfield, MA",876,72,12.1666666666667
"01008","44140","Springfield, MA",821,NA,NA
"01009","44140","Springfield, MA",939,NA,NA
"01010","44140","Springfield, MA",683,63,10.8412698412698
"01011","44140","Springfield, MA",883,72,12.2638888888889
"01012","44140","Springfield, MA",870,NA,NA
"01013","44140","Springfield, MA",837,26.5,31.5849056603774
"01020","44140","Springfield, MA",779,35,22.2571428571429
"01022","44140","Springfield, MA",1713,NA,NA
"01026","44140","Springfield, MA",825,57.5,14.3478260869565
"01027","44140","Springfield, MA",853,64.5,13.2248062015504
"01028","44140","Springfield, MA",695,NA,NA
"01029","38340","Pittsfield, MA",558,NA,NA
"01030","44140","Springfield, MA",839,NA,NA
"01031","49340","Worcester, MA-CT",758,NA,NA
"01032","44140","Springfield, MA",1301,68,19.1323529411765
"01033","44140","Springfield, MA",749,93,8.05376344086022
"01034","44140","Springfield, MA",970,100,9.7
"01035","44140","Springfield, MA",988,51,19.3725490196078
"01036","44140","Springfield, MA",773,NA,NA
"01037","49340","Worcester, MA-CT",NA,NA,NA
"01038","44140","Springfield, MA",998,NA,NA
"01039","44140","Springfield, MA",900,68,13.2352941176471
"01040","44140","Springfield, MA",697,52,13.4038461538462
"01050","44140","Springfield, MA",683,72,9.48611111111111
"01053","44140","Springfield, MA",969,111,8.72972972972973
"01054","44140","Springfield, MA",961,78.5,12.2420382165605
"01056","44140","Springfield, MA",870,86,10.1162790697674
"01057","44140","Springfield, MA",852,NA,NA
"01060","44140","Springfield, MA",1009,75,13.4533333333333
"01062","44140","Springfield, MA",894,63,14.1904761904762
"01063","44140","Springfield, MA",NA,NA,NA
"01066","44140","Springfield, MA",NA,NA,NA
"01068","49340","Worcester, MA-CT",1039,NA,NA
"01069","44140","Springfield, MA",673,68,9.89705882352941
"01070","44140","Springfield, MA",606,73.5,8.24489795918367
"01071","44140","Springfield, MA",965,NA,NA
"01072","44140","Springfield, MA",1238,75,16.5066666666667
"01073","44140","Springfield, MA",989,48,20.6041666666667
"01074","49340","Worcester, MA-CT",NA,NA,NA
"01075","44140","Springfield, MA",910,73,12.4657534246575
"01077","44140","Springfield, MA",896,72,12.4444444444444
"01079","44140","Springfield, MA",1071,NA,NA
"01080","44140","Springfield, MA",854,NA,NA
"01081","44140","Springfield, MA",873,NA,NA
"01082","44140","Springfield, MA",786,96,8.1875
"01082","49340","Worcester, MA-CT",786,96,8.1875
"01083","49340","Worcester, MA-CT",823,58,14.1896551724138
"01084","44140","Springfield, MA",NA,NA,NA
"01085","44140","Springfield, MA",848,39,21.7435897435897
"01086","44140","Springfield, MA",NA,NA,NA
"01088","44140","Springfield, MA",777,53,14.6603773584906
"01089","44140","Springfield, MA",836,59,14.1694915254237
"01092","49340","Worcester, MA-CT",538,NA,NA
"01093","44140","Springfield, MA",1125,87,12.9310344827586
"01094","49340","Worcester, MA-CT",478,NA,NA
"01095","44140","Springfield, MA",728,NA,NA
"01096","44140","Springfield, MA",888,63,14.0952380952381
"01097","44140","Springfield, MA",NA,NA,NA
"01098","44140","Springfield, MA",616,126,4.88888888888889
"01103","44140","Springfield, MA",776,62,12.5161290322581
"01104","44140","Springfield, MA",789,NA,NA
"01105","44140","Springfield, MA",681,56,12.1607142857143
"01106","44140","Springfield, MA",1394,NA,NA
"01107","44140","Springfield, MA",633,118.5,5.34177215189873
"01108","44140","Springfield, MA",898,77,11.6623376623377
"01109","44140","Springfield, MA",827,36,22.9722222222222
"01118","44140","Springfield, MA",867,NA,NA
"01119","44140","Springfield, MA",1003,NA,NA
"01128","44140","Springfield, MA",NA,NA,NA
"01129","44140","Springfield, MA",895,NA,NA
"01151","44140","Springfield, MA",903,43,21
"01199","44140","Springfield, MA",NA,NA,NA
"01201","38340","Pittsfield, MA",764,62,12.3225806451613
"01220","38340","Pittsfield, MA",669,68,9.83823529411765
"01222","38340","Pittsfield, MA",774,147,5.26530612244898
"01223","38340","Pittsfield, MA",1273,46,27.6739130434783
"01224","38340","Pittsfield, MA",711,83,8.56626506024096
"01225","38340","Pittsfield, MA",733,NA,NA
"01226","38340","Pittsfield, MA",817,NA,NA
"01229","38340","Pittsfield, MA",NA,NA,NA
"01230","38340","Pittsfield, MA",935,102,9.16666666666667
"01235","38340","Pittsfield, MA",827,97,8.52577319587629
"01236","38340","Pittsfield, MA",1578,83,19.0120481927711
"01237","38340","Pittsfield, MA",980,103,9.51456310679612
"01238","38340","Pittsfield, MA",763,104,7.33653846153846
"01240","38340","Pittsfield, MA",748,71.5,10.4615384615385
"01242","38340","Pittsfield, MA",NA,NA,NA
"01243","44140","Springfield, MA",671,NA,NA
"01244","38340","Pittsfield, MA",NA,NA,NA
"01245","38340","Pittsfield, MA",894,97,9.21649484536082
"01247","38340","Pittsfield, MA",674,75,8.98666666666667
"01253","38340","Pittsfield, MA",783,NA,NA
"01254","38340","Pittsfield, MA",1102,82,13.4390243902439
"01255","38340","Pittsfield, MA",883,91,9.7032967032967
"01256","38340","Pittsfield, MA",800,NA,NA
"01257","38340","Pittsfield, MA",1026,97.5,10.5230769230769
"01258","38340","Pittsfield, MA",NA,NA,NA
"01259","38340","Pittsfield, MA",1051,NA,NA
"01260","38340","Pittsfield, MA",NA,NA,NA
"01262","38340","Pittsfield, MA",947,147,6.4421768707483
"01264","38340","Pittsfield, MA",1268,242,5.2396694214876
"01266","38340","Pittsfield, MA",1344,142.5,9.43157894736842
"01267","38340","Pittsfield, MA",855,86.5,9.88439306358381
"01270","38340","Pittsfield, MA",NA,NA,NA
"01301","44140","Springfield, MA",806,57,14.140350877193
"01330","44140","Springfield, MA",850,104.5,8.13397129186603
"01331","49340","Worcester, MA-CT",708,NA,NA
"01337","44140","Springfield, MA",975,NA,NA
"01338","44140","Springfield, MA",NA,58.5,NA
"01339","44140","Springfield, MA",795,NA,NA
"01340","44140","Springfield, MA",940,NA,NA
"01341","44140","Springfield, MA",1000,52,19.2307692307692
"01342","44140","Springfield, MA",837,137,6.10948905109489
"01343","38340","Pittsfield, MA",NA,NA,NA
"01344","44140","Springfield, MA",827,NA,NA
"01346","44140","Springfield, MA",894,51,17.5294117647059
"01347","44140","Springfield, MA",NA,17,NA
"01349","44140","Springfield, MA",813,NA,NA
"01350","44140","Springfield, MA",800,63,12.6984126984127
"01351","44140","Springfield, MA",867,51,17
"01354","44140","Springfield, MA",645,NA,NA
"01355","44140","Springfield, MA",1538,NA,NA
"01360","44140","Springfield, MA",789,97,8.1340206185567
"01364","44140","Springfield, MA",704,47,14.9787234042553
"01366","49340","Worcester, MA-CT",870,NA,NA
"01367","44140","Springfield, MA",1054,99,10.6464646464646
"01368","49340","Worcester, MA-CT",1067,NA,NA
"01370","44140","Springfield, MA",854,57,14.9824561403509
"01373","44140","Springfield, MA",948,145,6.53793103448276
"01375","44140","Springfield, MA",1148,66,17.3939393939394
"01376","44140","Springfield, MA",714,66,10.8181818181818
"01378","44140","Springfield, MA",1120,NA,NA
"01379","44140","Springfield, MA",942,41,22.9756097560976
"01420","49340","Worcester, MA-CT",860,71,12.112676056338
"01430","49340","Worcester, MA-CT",978,169,5.78698224852071
"01431","14460","Boston-Cambridge-Newton, MA-NH",1279,NA,NA
"01432","14460","Boston-Cambridge-Newton, MA-NH",919,73.5,12.5034013605442
"01434","14460","Boston-Cambridge-Newton, MA-NH",NA,NA,NA
"01434","49340","Worcester, MA-CT",NA,NA,NA
"01436","49340","Worcester, MA-CT",612,45,13.6
"01438","49340","Worcester, MA-CT",NA,NA,NA
"01440","49340","Worcester, MA-CT",738,NA,NA
"01450","14460","Boston-Cambridge-Newton, MA-NH",1214,46,26.3913043478261
"01451","49340","Worcester, MA-CT",1569,39,40.2307692307692
"01452","49340","Worcester, MA-CT",1063,58,18.3275862068966
"01453","49340","Worcester, MA-CT",902,NA,NA
"01460","14460","Boston-Cambridge-Newton, MA-NH",1294,NA,NA
"01462","49340","Worcester, MA-CT",1065,NA,NA
"01463","14460","Boston-Cambridge-Newton, MA-NH",1153,67,17.2089552238806
"01464","14460","Boston-Cambridge-Newton, MA-NH",1127,NA,NA
"01467","49340","Worcester, MA-CT",NA,NA,NA
"01468","49340","Worcester, MA-CT",497,NA,NA
"01469","14460","Boston-Cambridge-Newton, MA-NH",896,NA,NA
"01473","49340","Worcester, MA-CT",1002,78,12.8461538461538
"01474","14460","Boston-Cambridge-Newton, MA-NH",1431,NA,NA
"01475","49340","Worcester, MA-CT",747,NA,NA
"01501","49340","Worcester, MA-CT",946,NA,NA
"01503","49340","Worcester, MA-CT",1250,55,22.7272727272727
"01504","49340","Worcester, MA-CT",930,NA,NA
"01505","49340","Worcester, MA-CT",1148,42,27.3333333333333
"01506","49340","Worcester, MA-CT",856,121,7.07438016528926
"01507","49340","Worcester, MA-CT",887,97,9.14432989690722
"01510","49340","Worcester, MA-CT",1001,NA,NA
"01515","49340","Worcester, MA-CT",939,NA,NA
"01516","49340","Worcester, MA-CT",1082,92,11.7608695652174
"01518","49340","Worcester, MA-CT",668,NA,NA
"01519","49340","Worcester, MA-CT",953,107,8.90654205607477
"01520","49340","Worcester, MA-CT",1053,NA,NA
"01521","44140","Springfield, MA",1043,54.5,19.1376146788991
"01522","49340","Worcester, MA-CT",979,NA,NA
"01523","49340","Worcester, MA-CT",977,NA,NA
"01524","49340","Worcester, MA-CT",650,NA,NA
"01525","49340","Worcester, MA-CT",NA,NA,NA
"01527","49340","Worcester, MA-CT",910,42,21.6666666666667
"01529","49340","Worcester, MA-CT",1239,NA,NA
"01531","49340","Worcester, MA-CT",875,151,5.79470198675497
"01532","49340","Worcester, MA-CT",1284,35.5,36.169014084507
"01534","49340","Worcester, MA-CT",719,NA,NA
"01535","49340","Worcester, MA-CT",762,NA,NA
"01536","49340","Worcester, MA-CT",1077,NA,NA
"01537","49340","Worcester, MA-CT",932,NA,NA
"01540","49340","Worcester, MA-CT",825,NA,NA
"01541","49340","Worcester, MA-CT",1112,184,6.04347826086957
"01542","49340","Worcester, MA-CT",1000,NA,NA
"01543","49340","Worcester, MA-CT",858,NA,NA
"01545","49340","Worcester, MA-CT",1232,81.5,15.1165644171779
"01550","49340","Worcester, MA-CT",839,96,8.73958333333333
"01560","49340","Worcester, MA-CT",999,NA,NA
"01561","49340","Worcester, MA-CT",642,NA,NA
"01562","49340","Worcester, MA-CT",810,37,21.8918918918919
"01564","49340","Worcester, MA-CT",1131,36,31.4166666666667
"01566","49340","Worcester, MA-CT",1063,48,22.1458333333333
"01568","49340","Worcester, MA-CT",940,NA,NA
"01569","49340","Worcester, MA-CT",1151,NA,NA
"01570","49340","Worcester, MA-CT",826,96,8.60416666666667
"01571","49340","Worcester, MA-CT",886,21,42.1904761904762
"01581","49340","Worcester, MA-CT",1285,58.5,21.965811965812
"01583","49340","Worcester, MA-CT",846,29,29.1724137931034
"01585","49340","Worcester, MA-CT",994,NA,NA
"01588","49340","Worcester, MA-CT",911,NA,NA
"01590","49340","Worcester, MA-CT",865,41,21.0975609756098
"01602","49340","Worcester, MA-CT",1079,35,30.8285714285714
"01603","49340","Worcester, MA-CT",898,33.5,26.8059701492537
"01604","49340","Worcester, MA-CT",1005,43,23.3720930232558
"01605","49340","Worcester, MA-CT",865,42.5,20.3529411764706
"01606","49340","Worcester, MA-CT",980,35,28
"01607","49340","Worcester, MA-CT",916,39.5,23.1898734177215
"01608","49340","Worcester, MA-CT",672,NA,NA
"01609","49340","Worcester, MA-CT",884,36,24.5555555555556
"01610","49340","Worcester, MA-CT",940,31,30.3225806451613
"01611","49340","Worcester, MA-CT",888,NA,NA
"01612","49340","Worcester, MA-CT",993,NA,NA
"01701","14460","Boston-Cambridge-Newton, MA-NH",1228,47,26.1276595744681
"01702","14460","Boston-Cambridge-Newton, MA-NH",1126,48,23.4583333333333
"01718","14460","Boston-Cambridge-Newton, MA-NH",NA,NA,NA
"01719","14460","Boston-Cambridge-Newton, MA-NH",926,NA,NA
"01720","14460","Boston-Cambridge-Newton, MA-NH",1185,70.5,16.8085106382979
"01721","14460","Boston-Cambridge-Newton, MA-NH",1145,30,38.1666666666667
"01730","14460","Boston-Cambridge-Newton, MA-NH",1764,47,37.531914893617
"01731","14460","Boston-Cambridge-Newton, MA-NH",2000,NA,NA
"01740","49340","Worcester, MA-CT",950,50.5,18.8118811881188
"01741","14460","Boston-Cambridge-Newton, MA-NH",2000,85,23.5294117647059
"01742","14460","Boston-Cambridge-Newton, MA-NH",1573,86,18.2906976744186
"01745","49340","Worcester, MA-CT",NA,NA,NA
"01746","14460","Boston-Cambridge-Newton, MA-NH",971,NA,NA
"01747","49340","Worcester, MA-CT",1089,NA,NA
"01748","14460","Boston-Cambridge-Newton, MA-NH",1363,97,14.0515463917526
"01749","14460","Boston-Cambridge-Newton, MA-NH",1151,44.5,25.8651685393258
"01752","14460","Boston-Cambridge-Newton, MA-NH",1142,38,30.0526315789474
"01754","14460","Boston-Cambridge-Newton, MA-NH",1071,57,18.7894736842105
"01756","49340","Worcester, MA-CT",1213,42.5,28.5411764705882
"01757","49340","Worcester, MA-CT",1113,42,26.5
"01760","14460","Boston-Cambridge-Newton, MA-NH",1236,68,18.1764705882353
"01770","14460","Boston-Cambridge-Newton, MA-NH",2000,61,32.7868852459016
"01772","49340","Worcester, MA-CT",1330,80,16.625
"01773","14460","Boston-Cambridge-Newton, MA-NH",1739,67,25.955223880597
"01775","14460","Boston-Cambridge-Newton, MA-NH",1378,10,137.8
"01776","14460","Boston-Cambridge-Newton, MA-NH",533,87,6.1264367816092
"01778","14460","Boston-Cambridge-Newton, MA-NH",1025,40,25.625
"01801","14460","Boston-Cambridge-Newton, MA-NH",1314,49,26.8163265306122
"01803","14460","Boston-Cambridge-Newton, MA-NH",1651,47,35.1276595744681
"01810","14460","Boston-Cambridge-Newton, MA-NH",1252,51,24.5490196078431
"01821","14460","Boston-Cambridge-Newton, MA-NH",1334,50.5,26.4158415841584
"01824","14460","Boston-Cambridge-Newton, MA-NH",1134,56,20.25
"01826","14460","Boston-Cambridge-Newton, MA-NH",1181,44,26.8409090909091
"01827","14460","Boston-Cambridge-Newton, MA-NH",1250,94,13.2978723404255
"01830","14460","Boston-Cambridge-Newton, MA-NH",1037,NA,NA
"01832","14460","Boston-Cambridge-Newton, MA-NH",987,33,29.9090909090909
"01833","14460","Boston-Cambridge-Newton, MA-NH",1292,NA,NA
"01834","14460","Boston-Cambridge-Newton, MA-NH",1115,61,18.2786885245902
"01835","14460","Boston-Cambridge-Newton, MA-NH",1126,46,24.4782608695652
"01840","14460","Boston-Cambridge-Newton, MA-NH",662,NA,NA
"01841","14460","Boston-Cambridge-Newton, MA-NH",1001,27,37.0740740740741
"01843","14460","Boston-Cambridge-Newton, MA-NH",1046,25.5,41.0196078431373
"01844","14460","Boston-Cambridge-Newton, MA-NH",1026,38,27
"01845","14460","Boston-Cambridge-Newton, MA-NH",1312,56.5,23.2212389380531
"01850","14460","Boston-Cambridge-Newton, MA-NH",1073,20,53.65
"01851","14460","Boston-Cambridge-Newton, MA-NH",1013,44,23.0227272727273
"01852","14460","Boston-Cambridge-Newton, MA-NH",1014,78.5,12.9171974522293
"01854","14460","Boston-Cambridge-Newton, MA-NH",952,43,22.1395348837209
"01860","14460","Boston-Cambridge-Newton, MA-NH",1200,NA,NA
"01862","14460","Boston-Cambridge-Newton, MA-NH",1192,NA,NA
"01863","14460","Boston-Cambridge-Newton, MA-NH",1084,NA,NA
"01864","14460","Boston-Cambridge-Newton, MA-NH",1420,140,10.1428571428571
"01867","14460","Boston-Cambridge-Newton, MA-NH",1177,39,30.1794871794872
"01876","14460","Boston-Cambridge-Newton, MA-NH",1530,NA,NA
"01879","14460","Boston-Cambridge-Newton, MA-NH",1048,58,18.0689655172414
"01880","14460","Boston-Cambridge-Newton, MA-NH",1187,61.5,19.3008130081301
"01886","14460","Boston-Cambridge-Newton, MA-NH",1413,99,14.2727272727273
"01887","14460","Boston-Cambridge-Newton, MA-NH",1556,97,16.0412371134021
"01890","14460","Boston-Cambridge-Newton, MA-NH",1566,58.5,26.7692307692308
"01901","14460","Boston-Cambridge-Newton, MA-NH",564,NA,NA
"01902","14460","Boston-Cambridge-Newton, MA-NH",987,51,19.3529411764706
"01904","14460","Boston-Cambridge-Newton, MA-NH",1188,24,49.5
"01905","14460","Boston-Cambridge-Newton, MA-NH",1015,49,20.7142857142857
"01906","14460","Boston-Cambridge-Newton, MA-NH",1139,48,23.7291666666667
"01907","14460","Boston-Cambridge-Newton, MA-NH",1301,97,13.4123711340206
"01908","14460","Boston-Cambridge-Newton, MA-NH",1144,99,11.5555555555556
"01913","14460","Boston-Cambridge-Newton, MA-NH",1015,65,15.6153846153846
"01915","14460","Boston-Cambridge-Newton, MA-NH",1068,89,12
"01921","14460","Boston-Cambridge-Newton, MA-NH",775,20,38.75
"01922","14460","Boston-Cambridge-Newton, MA-NH",630,27,23.3333333333333
"01923","14460","Boston-Cambridge-Newton, MA-NH",1282,NA,NA
"01929","14460","Boston-Cambridge-Newton, MA-NH",1210,112,10.8035714285714
"01930","14460","Boston-Cambridge-Newton, MA-NH",975,94,10.3723404255319
"01937","14460","Boston-Cambridge-Newton, MA-NH",NA,NA,NA
"01938","14460","Boston-Cambridge-Newton, MA-NH",1034,137,7.54744525547445
"01940","14460","Boston-Cambridge-Newton, MA-NH",1211,NA,NA
"01944","14460","Boston-Cambridge-Newton, MA-NH",1321,117,11.2905982905983
"01945","14460","Boston-Cambridge-Newton, MA-NH",1217,92.5,13.1567567567568
"01949","14460","Boston-Cambridge-Newton, MA-NH",1655,20,82.75
"01950","14460","Boston-Cambridge-Newton, MA-NH",1089,92,11.8369565217391
"01951","14460","Boston-Cambridge-Newton, MA-NH",1201,86,13.9651162790698
"01952","14460","Boston-Cambridge-Newton, MA-NH",1086,70,15.5142857142857
"01960","14460","Boston-Cambridge-Newton, MA-NH",1240,64,19.375
"01966","14460","Boston-Cambridge-Newton, MA-NH",992,93,10.6666666666667
"01969","14460","Boston-Cambridge-Newton, MA-NH",1399,136.5,10.2490842490842
"01970","14460","Boston-Cambridge-Newton, MA-NH",1080,82.5,13.0909090909091
"01982","14460","Boston-Cambridge-Newton, MA-NH",1132,125,9.056
"01983","14460","Boston-Cambridge-Newton, MA-NH",886,71,12.4788732394366
"01984","14460","Boston-Cambridge-Newton, MA-NH",882,145,6.08275862068966
"01985","14460","Boston-Cambridge-Newton, MA-NH",1673,102,16.4019607843137
"02019","14460","Boston-Cambridge-Newton, MA-NH",1219,NA,NA
"02021","14460","Boston-Cambridge-Newton, MA-NH",1446,115.5,12.5194805194805
"02025","14460","Boston-Cambridge-Newton, MA-NH",1271,207,6.14009661835749
"02026","14460","Boston-Cambridge-Newton, MA-NH",1479,82,18.0365853658537
"02030","14460","Boston-Cambridge-Newton, MA-NH",1485,95,15.6315789473684
"02032","14460","Boston-Cambridge-Newton, MA-NH",1316,NA,NA
"02035","14460","Boston-Cambridge-Newton, MA-NH",1225,110,11.1363636363636
"02038","14460","Boston-Cambridge-Newton, MA-NH",1087,NA,NA
"02043","14460","Boston-Cambridge-Newton, MA-NH",1900,74.5,25.503355704698
"02045","14460","Boston-Cambridge-Newton, MA-NH",1264,72,17.5555555555556
"02047","14460","Boston-Cambridge-Newton, MA-NH",NA,NA,NA
"02048","39300","Providence-Warwick, RI-MA",1134,NA,NA
"02050","14460","Boston-Cambridge-Newton, MA-NH",1217,72,16.9027777777778
"02052","14460","Boston-Cambridge-Newton, MA-NH",968,75,12.9066666666667
